scheduler_mode,repetition,run_type,query,job_id,stage_id,task_id,launch_time,finish_time,duration_ms,cpu_time_ms,gc_time_ms,input_bytes,shuffle_read_bytes,shuffle_write_bytes
FAIR,2,concurrent,Q3,142,248,610,1788178554949,1788178555196,247,158.02,0,13196956,0,79
FAIR,2,concurrent,Q3,142,248,608,1788178554930,1788178555197,267,165.17,0,13197882,0,79
FAIR,2,concurrent,Q3,142,248,607,1788178554930,1788178555198,268,169.47,0,13196906,0,79
FAIR,2,concurrent,Q3,143,250,612,1788178555210,1788178555212,2,0.65,0,0,553,0
FAIR,2,concurrent,Q6,144,251,613,1788178556846,1788178557372,526,452.33,34,3317556,0,14534997
FAIR,2,concurrent,Q6,145,252,620,1788178556852,1788178556994,142,81.09,34,3825626,0,26922
FAIR,2,concurrent,Q6,145,252,618,1788178556852,1788178557187,335,211.71,34,15304056,0,58481
FAIR,2,concurrent,Q6,145,252,616,1788178556851,1788178557187,336,214.62,34,15304618,0,58647
FAIR,2,concurrent,Q6,145,252,614,1788178556851,1788178557192,341,214.47,34,15304022,0,59807
FAIR,2,concurrent,Q6,145,252,617,1788178556851,1788178557194,343,217.73,34,15305646,0,57595
FAIR,2,concurrent,Q6,145,252,615,1788178556851,1788178557198,347,224.34,34,15303234,0,58962
FAIR,2,concurrent,Q6,145,252,619,1788178556852,1788178557207,355,231.72,34,15304688,0,59166
FAIR,2,concurrent,Q6,146,254,621,1788178557222,1788178557236,14,11.24,0,0,379580,0
FAIR,2,concurrent,Q12,147,256,622,1788178557395,1788178557423,28,24.34,0,0,1092283,154
FAIR,2,concurrent,Q12,147,256,626,1788178557395,1788178557429,34,29.51,0,0,1015054,154
FAIR,2,concurrent,Q12,147,256,631,1788178557396,1788178557430,34,30.31,0,0,1015101,154
FAIR,2,concurrent,Q12,147,256,633,1788178557396,1788178557430,34,29.50,0,0,1020274,154
FAIR,2,concurrent,Q12,147,256,628,1788178557395,1788178557430,35,28.90,0,0,1021566,154
FAIR,2,concurrent,Q12,147,256,623,1788178557395,1788178557431,36,30.99,0,0,1090764,154
FAIR,2,concurrent,Q12,147,256,632,1788178557396,1788178557431,35,29.34,0,0,1021753,154
FAIR,2,concurrent,Q12,147,256,629,1788178557396,1788178557431,35,30.23,0,0,1016185,154
FAIR,2,concurrent,Q12,147,256,635,1788178557396,1788178557431,35,30.10,0,0,1015509,154
FAIR,2,concurrent,Q12,147,256,624,1788178557395,1788178557432,37,31.16,0,0,1087458,154
FAIR,2,concurrent,Q12,147,256,627,1788178557395,1788178557432,37,30.98,0,0,1014559,154
FAIR,2,concurrent,Q12,147,256,630,1788178557396,1788178557432,36,31.56,0,0,1018284,154
FAIR,2,concurrent,Q12,147,256,625,1788178557395,1788178557433,38,31.70,0,0,1090847,154
FAIR,2,concurrent,Q12,147,256,634,1788178557396,1788178557433,37,29.11,0,0,1015360,154
FAIR,2,concurrent,Q12,148,259,636,1788178557452,1788178557457,5,1.80,0,0,2156,0
FAIR,2,concurrent,Q12,149,262,637,1788178557461,1788178557466,5,2.11,0,0,2156,154
FAIR,2,concurrent,Q12,150,266,638,1788178557482,1788178557485,3,1.05,0,0,154,0
FAIR,2,concurrent,Q12,151,267,639,1788178559360,1788178559437,77,49.31,0,1244534,0,0
FAIR,2,concurrent,Q12,152,268,646,1788178559516,1788178559600,84,39.22,0,3269202,0,101
FAIR,2,concurrent,Q12,152,268,643,1788178559516,1788178559842,326,140.97,21,13079810,0,99
FAIR,2,concurrent,Q12,152,268,645,1788178559516,1788178559846,330,144.52,21,13078900,0,99
FAIR,2,concurrent,Q12,152,268,641,1788178559515,1788178559848,333,143.26,21,13077410,0,99
FAIR,2,concurrent,Q12,152,268,640,1788178559515,1788178559849,334,150.75,21,13078278,0,99
FAIR,2,concurrent,Q12,152,268,642,1788178559516,1788178559849,333,149.07,21,13078846,0,99
FAIR,2,concurrent,Q12,152,268,644,1788178559516,1788178559852,336,150.33,21,13078244,0,99
FAIR,2,concurrent,Q14,153,270,647,1788178559864,1788178559866,2,0.74,0,0,695,0
FAIR,2,concurrent,Q14,154,271,648,1788178561517,1788178562770,1253,983.26,115,14589748,0,30886715
FAIR,2,concurrent,Q14,155,272,649,1788178561527,1788178561636,109,63.65,0,784744,0,0
FAIR,2,concurrent,Q14,156,273,656,1788178561532,1788178562032,500,373.28,58,1669066,0,2548115
FAIR,2,concurrent,Q14,156,273,653,1788178561531,1788178563004,1473,1144.30,119,6679174,0,8197511
FAIR,2,concurrent,Q14,156,273,654,1788178561531,1788178563005,1474,1141.24,119,6677620,0,8197158
FAIR,2,concurrent,Q14,156,273,650,1788178561530,1788178563017,1487,1156.65,119,6677674,0,8204481
FAIR,2,concurrent,Q14,156,273,655,1788178561532,1788178563018,1486,1137.38,119,6678296,0,8202194
FAIR,2,concurrent,Q14,156,273,651,1788178561530,1788178563026,1496,1154.96,119,6676794,0,8204443
FAIR,2,concurrent,Q14,156,273,652,1788178561531,1788178563036,1505,1168.40,119,6678222,0,8201066
FAIR,2,concurrent,Q14,157,274,663,1788178561628,1788178561895,267,162.44,31,1669066,0,2238587
FAIR,2,concurrent,Q14,157,274,662,1788178561535,1788178562349,814,542.26,64,6678296,0,8872181
FAIR,2,concurrent,Q14,157,274,657,1788178561533,1788178562370,837,555.00,64,6677674,0,8874676
FAIR,2,concurrent,Q14,157,274,658,1788178561533,1788178562371,838,553.85,64,6676794,0,8874749
FAIR,2,concurrent,Q14,157,274,660,1788178561534,1788178562372,838,558.31,64,6679174,0,8873847
FAIR,2,concurrent,Q14,157,274,659,1788178561534,1788178562373,839,556.89,64,6678222,0,8873447
FAIR,2,concurrent,Q14,157,274,661,1788178561534,1788178562374,840,546.76,64,6677620,0,8872119
FAIR,2,concurrent,Q18,158,278,673,1788178563105,1788178563532,427,352.41,17,0,11396280,0
FAIR,2,concurrent,Q18,158,278,672,1788178563105,1788178564050,945,822.73,41,0,11413836,0
FAIR,2,concurrent,Q18,158,278,674,1788178563105,1788178564092,987,844.05,44,0,11410383,0
FAIR,2,concurrent,Q18,158,278,666,1788178563104,1788178564113,1009,877.07,44,0,11328172,0
FAIR,2,concurrent,Q18,158,278,671,1788178563105,1788178564116,1011,802.34,44,0,11425234,0
FAIR,2,concurrent,Q18,158,278,667,1788178563104,1788178564145,1041,890.71,44,0,11397674,0
FAIR,2,concurrent,Q18,158,278,675,1788178563105,1788178564154,1049,867.81,44,0,11356291,0
FAIR,2,concurrent,Q18,158,278,676,1788178563105,1788178564154,1049,856.44,44,0,11430722,0
FAIR,2,concurrent,Q18,158,278,668,1788178563104,1788178564154,1050,819.52,44,0,11393041,0
FAIR,2,concurrent,Q18,158,278,665,1788178563104,1788178564157,1053,850.52,44,0,11440429,0
FAIR,2,concurrent,Q18,158,278,664,1788178563104,1788178564157,1053,874.40,44,0,11410837,0
FAIR,2,concurrent,Q18,158,278,677,1788178563105,1788178564158,1053,851.52,44,0,11431888,0
FAIR,2,concurrent,Q18,158,278,670,1788178563105,1788178564161,1056,817.73,44,0,11338468,0
FAIR,2,concurrent,Q18,158,278,678,1788178563105,1788178564176,1071,838.17,44,0,11412119,0
FAIR,2,concurrent,Q18,158,278,669,1788178563104,1788178564182,1078,841.16,44,0,11347331,0
FAIR,2,concurrent,Q18,158,278,679,1788178563530,1788178564294,764,683.41,21,0,11354353,0
FAIR,2,concurrent,Q18,158,278,680,1788178564044,1788178564335,291,254.90,3,0,7589199,0
FAIR,3,concurrent,compaction,159,279,681,1788178595698,1788178618126,22428,17766.37,444,175454639,0,0
FAIR,3,concurrent,Q1,160,280,688,1788178597678,1788178598649,971,705.09,58,2744914,0,845
FAIR,3,concurrent,Q1,160,280,687,1788178597678,1788178600732,3054,2605.00,134,10981748,0,840
FAIR,3,concurrent,Q1,160,280,682,1788178597676,1788178600782,3106,2675.52,134,10981126,0,841
FAIR,3,concurrent,Q1,160,280,684,1788178597677,1788178600790,3113,2668.98,134,10981694,0,840
FAIR,3,concurrent,Q1,160,280,685,1788178597677,1788178600806,3129,2688.75,134,10982658,0,844
FAIR,3,concurrent,Q1,160,280,686,1788178597677,1788178600812,3135,2711.69,134,10981092,0,819
FAIR,3,concurrent,Q1,160,280,683,1788178597677,1788178600865,3188,2775.73,134,10980258,0,840
FAIR,3,concurrent,Q1,161,282,689,1788178600904,1788178600911,7,3.74,0,0,5869,0
FAIR,3,concurrent,Q1,162,284,690,1788178600917,1788178600925,8,4.61,0,0,5869,844
FAIR,3,concurrent,Q1,163,287,691,1788178600943,1788178600948,5,1.51,0,0,844,0
FAIR,3,concurrent,Q1,164,288,698,1788178603008,1788178603242,234,152.28,0,3269202,0,1965203
FAIR,3,concurrent,Q1,164,288,696,1788178603008,1788178603587,579,441.08,0,13078244,0,7738877
FAIR,3,concurrent,Q1,164,288,697,1788178603008,1788178603616,608,470.23,0,13078900,0,7743364
FAIR,3,concurrent,Q1,164,288,692,1788178603007,1788178603618,611,458.08,0,13078278,0,7750473
FAIR,3,concurrent,Q1,164,288,695,1788178603008,1788178603619,611,456.40,0,13079810,0,7735803
FAIR,3,concurrent,Q1,164,288,693,1788178603007,1788178603621,614,457.37,0,13077410,0,7743802
FAIR,3,concurrent,Q1,164,288,694,1788178603007,1788178603629,622,457.17,0,13078846,0,7738331
FAIR,3,concurrent,Q1,165,289,699,1788178603014,1788178603118,104,33.05,0,1484824,0,0
FAIR,3,concurrent,Q3,166,290,700,1788178603181,1788178603564,383,332.42,0,11640628,0,1604055
FAIR,3,concurrent,Q3,167,292,701,1788178603589,1788178603634,45,33.24,0,0,1604055,0
FAIR,3,concurrent,Q3,168,294,712,1788178603779,1788178603845,66,59.77,0,0,2909695,0
FAIR,3,concurrent,Q3,168,294,704,1788178603779,1788178603851,72,60.03,0,0,2899714,0
FAIR,3,concurrent,Q3,168,294,716,1788178603780,1788178603852,72,60.84,0,0,2925625,0
FAIR,3,concurrent,Q3,168,294,705,1788178603779,1788178603854,75,60.54,0,0,2887662,0
FAIR,3,concurrent,Q3,168,294,709,1788178603779,1788178603858,79,60.45,0,0,2910947,0
FAIR,3,concurrent,Q3,168,294,706,1788178603779,1788178603862,83,58.35,0,0,2898701,0
FAIR,3,concurrent,Q3,168,294,707,1788178603779,1788178603862,83,58.94,0,0,2895639,0
FAIR,3,concurrent,Q3,168,294,715,1788178603780,1788178603865,85,59.51,0,0,2941007,0
FAIR,3,concurrent,Q3,168,294,708,1788178603779,1788178603868,89,61.07,0,0,2886189,0
FAIR,3,concurrent,Q3,168,294,702,1788178603779,1788178603869,90,59.99,0,0,2898550,0
FAIR,3,concurrent,Q3,168,294,710,1788178603779,1788178603870,91,63.14,0,0,2908811,0
FAIR,3,concurrent,Q3,168,294,703,1788178603779,1788178603873,94,67.49,0,0,2919240,0
FAIR,3,concurrent,Q3,168,294,711,1788178603779,1788178603912,133,60.97,26,0,2895551,0
FAIR,3,concurrent,Q3,168,294,713,1788178603779,1788178603918,139,59.29,26,0,2888143,0
FAIR,3,concurrent,Q3,168,294,714,1788178603780,1788178603919,139,58.28,26,0,2929089,0
FAIR,3,concurrent,Q3,168,294,718,1788178603849,1788178603924,75,40.56,26,0,1923841,0
FAIR,3,concurrent,Q3,168,294,717,1788178603844,1788178603945,101,53.71,26,0,2897449,0
FAIR,3,concurrent,Q6,169,295,725,1788178606225,1788178606316,91,57.21,0,3298702,0,79
FAIR,3,concurrent,Q6,169,295,722,1788178606224,1788178606516,292,193.45,0,13197882,0,79
FAIR,3,concurrent,Q6,169,295,721,1788178606224,1788178606520,296,195.42,0,13196906,0,79
FAIR,3,concurrent,Q6,169,295,719,1788178606223,1788178606528,305,202.53,0,13196314,0,79
FAIR,3,concurrent,Q6,169,295,723,1788178606224,1788178606528,304,199.52,0,13196308,0,79
FAIR,3,concurrent,Q6,169,295,724,1788178606224,1788178606528,304,202.01,0,13196956,0,79
FAIR,3,concurrent,Q6,169,295,720,1788178606224,1788178606535,311,206.38,0,13195474,0,79
FAIR,3,concurrent,Q6,170,297,726,1788178606550,1788178606553,3,0.95,0,0,553,0
FAIR,3,concurrent,Q6,171,298,727,1788178608436,1788178609050,614,571.66,0,3317556,0,14534997
FAIR,3,concurrent,Q6,172,299,734,1788178608443,1788178608577,134,93.15,0,3825626,0,26922
FAIR,3,concurrent,Q6,172,299,733,1788178608443,1788178608804,361,262.11,0,15304688,0,59166
FAIR,3,concurrent,Q6,172,299,729,1788178608442,1788178608804,362,257.05,0,15303234,0,58962
FAIR,3,concurrent,Q6,172,299,731,1788178608443,1788178608808,365,266.20,0,15305646,0,57595
FAIR,3,concurrent,Q6,172,299,728,1788178608442,1788178608809,367,269.50,0,15304022,0,59807
FAIR,3,concurrent,Q6,172,299,732,1788178608443,1788178608814,371,271.40,0,15304056,0,58481
FAIR,3,concurrent,Q6,172,299,730,1788178608442,1788178608820,378,276.31,0,15304618,0,58647
FAIR,3,concurrent,Q12,173,301,735,1788178608839,1788178608856,17,14.19,0,0,379580,0
FAIR,3,concurrent,Q12,174,303,741,1788178609089,1788178609128,39,33.23,0,0,1014559,154
FAIR,3,concurrent,Q12,174,303,747,1788178609089,1788178609129,40,34.50,0,0,1020274,154
FAIR,3,concurrent,Q12,174,303,742,1788178609089,1788178609134,45,32.46,0,0,1021566,154
FAIR,3,concurrent,Q12,174,303,748,1788178609089,1788178609135,46,33.23,0,0,1015360,154
FAIR,3,concurrent,Q12,174,303,739,1788178609088,1788178609136,48,34.12,0,0,1090847,154
FAIR,3,concurrent,Q12,174,303,746,1788178609089,1788178609138,49,33.65,0,0,1021753,154
FAIR,3,concurrent,Q12,174,303,743,1788178609089,1788178609138,49,33.61,0,0,1016185,154
FAIR,3,concurrent,Q12,174,303,738,1788178609088,1788178609139,51,36.01,0,0,1087458,154
FAIR,3,concurrent,Q12,174,303,745,1788178609089,1788178609142,53,33.27,0,0,1015101,154
FAIR,3,concurrent,Q12,174,303,737,1788178609088,1788178609143,55,35.06,0,0,1090764,154
FAIR,3,concurrent,Q12,174,303,736,1788178609088,1788178609143,55,34.20,0,0,1092283,154
FAIR,3,concurrent,Q12,174,303,744,1788178609089,1788178609148,59,32.36,0,0,1018284,154
FAIR,3,concurrent,Q12,174,303,749,1788178609089,1788178609152,63,31.56,0,0,1015509,154
FAIR,3,concurrent,Q12,174,303,740,1788178609088,1788178609152,64,32.07,0,0,1015054,154
FAIR,3,concurrent,Q12,175,306,750,1788178609178,1788178609185,7,2.85,0,0,2156,0
FAIR,3,concurrent,Q12,176,309,751,1788178609191,1788178609199,8,3.89,0,0,2156,154
FAIR,3,concurrent,Q12,177,313,752,1788178609218,1788178609224,6,2.03,0,0,154,0
FAIR,3,concurrent,Q14,178,314,753,1788178611816,1788178611898,82,49.15,0,1244534,0,0
FAIR,3,concurrent,Q14,179,315,760,1788178611995,1788178612098,103,46.63,0,3269202,0,101
FAIR,3,concurrent,Q14,179,315,755,1788178611993,1788178612369,376,174.54,0,13077410,0,99
FAIR,3,concurrent,Q14,179,315,758,1788178611994,1788178612377,383,172.95,0,13078244,0,99
FAIR,3,concurrent,Q14,179,315,757,1788178611994,1788178612377,383,172.23,0,13079810,0,99
FAIR,3,concurrent,Q14,179,315,759,1788178611995,1788178612377,382,174.32,0,13078900,0,99
FAIR,3,concurrent,Q14,179,315,756,1788178611994,1788178612377,383,170.39,0,13078846,0,99
FAIR,3,concurrent,Q14,179,315,754,1788178611993,1788178612378,385,178.57,0,13078278,0,99
FAIR,3,concurrent,Q14,180,317,761,1788178612399,1788178612403,4,1.18,0,0,695,0
FAIR,3,concurrent,Q14,181,318,762,1788178614417,1788178615860,1443,1027.32,111,14589748,0,30886715
FAIR,3,concurrent,Q14,182,319,763,1788178614424,1788178614623,199,64.26,37,784744,0,0
FAIR,3,concurrent,Q14,183,320,770,1788178614432,1788178615033,601,419.93,88,1669066,0,2548115
FAIR,3,concurrent,Q14,183,320,767,1788178614431,1788178616465,2034,1360.99,156,6679174,0,8197511
FAIR,3,concurrent,Q14,183,320,768,1788178614431,1788178616558,2127,1347.87,156,6677620,0,8197158
FAIR,3,concurrent,Q14,183,320,765,1788178614430,1788178616559,2129,1433.59,156,6676794,0,8204443
FAIR,3,concurrent,Q14,183,320,764,1788178614430,1788178616579,2149,1424.35,156,6677674,0,8204481
FAIR,3,concurrent,Q14,183,320,769,1788178614431,1788178616582,2151,1400.57,156,6678296,0,8202194
FAIR,3,concurrent,Q14,183,320,766,1788178614431,1788178616597,2166,1408.96,156,6678222,0,8201066
FAIR,3,concurrent,Q14,184,321,777,1788178614614,1788178614905,291,169.25,0,1669066,0,2238587
FAIR,3,concurrent,Q14,184,321,775,1788178614441,1788178615541,1100,602.87,111,6677620,0,8872119
FAIR,3,concurrent,Q14,184,321,771,1788178614439,1788178615563,1124,592.29,111,6677674,0,8874676
FAIR,3,concurrent,Q14,184,321,773,1788178614440,1788178615570,1130,590.28,111,6678222,0,8873447
FAIR,3,concurrent,Q14,184,321,774,1788178614440,1788178615603,1163,603.01,111,6679174,0,8873847
FAIR,3,concurrent,Q14,184,321,772,1788178614440,1788178615603,1163,589.44,111,6676794,0,8874749
FAIR,3,concurrent,Q14,184,321,776,1788178614441,1788178615619,1178,586.11,111,6678296,0,8872181
FAIR,3,concurrent,Q18,185,325,787,1788178616678,1788178617176,498,362.11,13,0,11396280,0
FAIR,3,concurrent,Q18,185,325,790,1788178616679,1788178617731,1052,872.11,37,0,11430722,0
FAIR,3,concurrent,Q18,185,325,789,1788178616679,1788178617783,1104,878.56,37,0,11356291,0
FAIR,3,concurrent,Q18,185,325,782,1788178616678,1788178617880,1202,838.18,51,0,11393041,0
FAIR,3,concurrent,Q18,185,325,792,1788178616679,1788178617881,1202,864.10,51,0,11412119,0
FAIR,3,concurrent,Q18,185,325,780,1788178616678,1788178617896,1218,908.77,51,0,11328172,0
FAIR,3,concurrent,Q18,185,325,781,1788178616678,1788178617934,1256,913.49,51,0,11397674,0
FAIR,3,concurrent,Q18,185,325,791,1788178616679,1788178617982,1303,883.13,51,0,11431888,0
FAIR,3,concurrent,Q18,185,325,785,1788178616678,1788178618001,1323,838.40,51,0,11425234,0
FAIR,3,concurrent,Q18,185,325,788,1788178616679,1788178618008,1329,855.87,51,0,11410383,0
FAIR,3,concurrent,Q18,185,325,784,1788178616678,1788178618011,1333,865.81,51,0,11338468,0
FAIR,3,concurrent,Q18,185,325,783,1788178616678,1788178618026,1348,888.10,51,0,11347331,0
FAIR,3,concurrent,Q18,185,325,778,1788178616678,1788178618084,1406,846.72,51,0,11410837,0
FAIR,3,concurrent,Q18,185,325,779,1788178616678,1788178618112,1434,827.06,51,0,11440429,0
FAIR,3,concurrent,Q18,185,325,786,1788178616678,1788178618127,1449,734.67,51,0,11413836,0
FAIR,3,concurrent,Q18,185,325,793,1788178617169,1788178618152,983,769.51,41,0,11354353,0
FAIR,3,concurrent,Q18,185,325,794,1788178617727,1788178618165,438,362.30,17,0,7589199,0
FAIR,3,baseline,Q1,186,326,801,1788178652912,1788178653662,750,684.46,30,2744914,0,845
FAIR,3,baseline,Q1,186,326,800,1788178652912,1788178655696,2784,2435.08,96,10981748,0,840
FAIR,3,baseline,Q1,186,326,799,1788178652912,1788178655715,2803,2472.12,96,10981092,0,819
FAIR,3,baseline,Q1,186,326,798,1788178652912,1788178655721,2809,2481.11,96,10982658,0,844
FAIR,3,baseline,Q1,186,326,795,1788178652911,1788178655723,2812,2474.03,96,10981126,0,841
FAIR,3,baseline,Q1,186,326,796,1788178652911,1788178655723,2812,2481.65,96,10980258,0,840
FAIR,3,baseline,Q1,186,326,797,1788178652912,1788178655753,2841,2486.41,96,10981694,0,840
FAIR,3,baseline,Q1,187,328,802,1788178655788,1788178655794,6,3.02,0,0,5869,0
FAIR,3,baseline,Q1,188,330,803,1788178655800,1788178655807,7,4.00,0,0,5869,844
FAIR,3,baseline,Q1,189,333,804,1788178655824,1788178655828,4,1.17,0,0,844,0
FAIR,3,baseline,Q1,190,334,811,1788178657428,1788178657644,216,136.23,27,3269202,0,1965203
FAIR,3,baseline,Q1,190,334,806,1788178657427,1788178657914,487,346.84,27,13077410,0,7743802
FAIR,3,baseline,Q1,190,334,805,1788178657427,1788178657932,505,374.45,27,13078278,0,7750473
FAIR,3,baseline,Q1,190,334,809,1788178657428,1788178657949,521,388.15,27,13078244,0,7738877
FAIR,3,baseline,Q1,190,334,808,1788178657427,1788178657951,524,389.20,27,13079810,0,7735803
FAIR,3,baseline,Q1,190,334,810,1788178657428,1788178657952,524,389.37,27,13078900,0,7743364
FAIR,3,baseline,Q1,190,334,807,1788178657427,1788178657961,534,387.37,27,13078846,0,7738331
FAIR,3,baseline,Q1,191,335,812,1788178657430,1788178657473,43,24.44,0,1484824,0,0
FAIR,3,baseline,Q1,192,336,813,1788178657535,1788178657874,339,272.87,0,11640628,0,1604055
FAIR,3,baseline,Q3,193,338,814,1788178657896,1788178657947,51,41.56,0,0,1604055,0
FAIR,3,baseline,Q3,194,340,827,1788178658024,1788178658088,64,51.61,0,0,2929089,0
FAIR,3,baseline,Q3,194,340,830,1788178658024,1788178658088,64,55.60,0,0,2897449,0
FAIR,3,baseline,Q3,194,340,815,1788178658023,1788178658088,65,55.55,0,0,2898550,0
FAIR,3,baseline,Q3,194,340,825,1788178658023,1788178658088,65,55.66,0,0,2909695,0
FAIR,3,baseline,Q3,194,340,816,1788178658023,1788178658089,66,55.18,0,0,2919240,0
FAIR,3,baseline,Q3,194,340,823,1788178658023,1788178658089,66,54.82,0,0,2908811,0
FAIR,3,baseline,Q3,194,340,818,1788178658023,1788178658089,66,55.65,0,0,2887662,0
FAIR,3,baseline,Q3,194,340,828,1788178658024,1788178658089,65,56.22,0,0,2941007,0
FAIR,3,baseline,Q3,194,340,824,1788178658023,1788178658089,66,54.56,0,0,2895551,0
FAIR,3,baseline,Q3,194,340,829,1788178658024,1788178658090,66,57.42,0,0,2925625,0
FAIR,3,baseline,Q3,194,340,817,1788178658023,1788178658090,67,57.81,0,0,2899714,0
FAIR,3,baseline,Q3,194,340,820,1788178658023,1788178658109,86,53.75,0,0,2895639,0
FAIR,3,baseline,Q3,194,340,819,1788178658023,1788178658117,94,56.48,0,0,2898701,0
FAIR,3,baseline,Q3,194,340,821,1788178658023,1788178658117,94,57.18,0,0,2886189,0
FAIR,3,baseline,Q3,194,340,826,1788178658023,1788178658117,94,53.87,0,0,2888143,0
FAIR,3,baseline,Q3,194,340,831,1788178658082,1788178658122,40,30.26,0,0,1923841,0
FAIR,3,baseline,Q3,194,340,822,1788178658023,1788178658122,99,57.33,0,0,2910947,0
FAIR,3,baseline,Q3,195,341,838,1788178659691,1788178659765,74,45.78,0,3298702,0,79
FAIR,3,baseline,Q3,195,341,837,1788178659691,1788178659957,266,161.72,22,13196956,0,79
FAIR,3,baseline,Q3,195,341,835,1788178659690,1788178659961,271,162.92,22,13197882,0,79
FAIR,3,baseline,Q3,195,341,832,1788178659690,1788178659962,272,163.93,22,13196314,0,79
FAIR,3,baseline,Q3,195,341,834,1788178659690,1788178659967,277,167.23,22,13196906,0,79
FAIR,3,baseline,Q3,195,341,833,1788178659690,1788178659967,277,164.65,22,13195474,0,79
FAIR,3,baseline,Q3,195,341,836,1788178659691,1788178659967,276,168.66,22,13196308,0,79
FAIR,3,baseline,Q3,196,343,839,1788178659978,1788178659980,2,0.73,0,0,553,0
FAIR,3,baseline,Q6,197,344,840,1788178661823,1788178662362,539,503.78,0,3317556,0,14534997
FAIR,3,baseline,Q6,198,345,847,1788178661832,1788178661944,112,84.75,0,3825626,0,26922
FAIR,3,baseline,Q6,198,345,843,1788178661831,1788178662149,318,228.79,0,15304618,0,58647
FAIR,3,baseline,Q6,198,345,846,1788178661832,1788178662149,317,229.10,0,15304688,0,59166
FAIR,3,baseline,Q6,198,345,841,1788178661831,1788178662155,324,235.76,0,15304022,0,59807
FAIR,3,baseline,Q6,198,345,845,1788178661832,1788178662155,323,241.57,0,15304056,0,58481
FAIR,3,baseline,Q6,198,345,844,1788178661832,1788178662158,326,239.41,0,15305646,0,57595
FAIR,3,baseline,Q6,198,345,842,1788178661831,1788178662162,331,246.07,0,15303234,0,58962
FAIR,3,baseline,Q12,199,347,848,1788178662175,1788178662187,12,10.00,0,0,379580,0
FAIR,3,baseline,Q12,200,349,855,1788178662386,1788178662415,29,23.62,0,0,1021566,154
FAIR,3,baseline,Q12,200,349,862,1788178662386,1788178662416,30,24.92,0,0,1015509,154
FAIR,3,baseline,Q12,200,349,859,1788178662386,1788178662422,36,31.10,0,0,1021753,154
FAIR,3,baseline,Q12,200,349,853,1788178662386,1788178662422,36,31.29,0,0,1015054,154
FAIR,3,baseline,Q12,200,349,860,1788178662386,1788178662422,36,31.83,0,0,1020274,154
FAIR,3,baseline,Q12,200,349,858,1788178662386,1788178662422,36,32.01,0,0,1015101,154
FAIR,3,baseline,Q12,200,349,856,1788178662386,1788178662423,37,30.96,0,0,1016185,154
FAIR,3,baseline,Q12,200,349,854,1788178662386,1788178662423,37,30.84,0,0,1014559,154
FAIR,3,baseline,Q12,200,349,857,1788178662386,1788178662423,37,30.81,0,0,1018284,154
FAIR,3,baseline,Q12,200,349,852,1788178662386,1788178662423,37,32.98,0,0,1090847,154
FAIR,3,baseline,Q12,200,349,849,1788178662385,1788178662423,38,31.38,0,0,1092283,154
FAIR,3,baseline,Q12,200,349,850,1788178662385,1788178662425,40,30.10,0,0,1090764,154
FAIR,3,baseline,Q12,200,349,851,1788178662386,1788178662435,49,26.83,0,0,1087458,154
FAIR,3,baseline,Q12,200,349,861,1788178662386,1788178662435,49,26.16,0,0,1015360,154
FAIR,3,baseline,Q12,201,352,863,1788178662456,1788178662461,5,2.07,0,0,2156,0
FAIR,3,baseline,Q12,202,355,864,1788178662466,1788178662472,6,2.47,0,0,2156,154
FAIR,3,baseline,Q12,203,359,865,1788178662492,1788178662496,4,1.30,0,0,154,0
FAIR,3,baseline,Q12,204,360,866,1788178664177,1788178664240,63,43.14,0,1244534,0,0
FAIR,3,baseline,Q12,205,361,873,1788178664321,1788178664401,80,44.46,0,3269202,0,101
FAIR,3,baseline,Q12,205,361,869,1788178664320,1788178664567,247,150.30,0,13078846,0,99
FAIR,3,baseline,Q12,205,361,870,1788178664320,1788178664567,247,151.07,0,13079810,0,99
FAIR,3,baseline,Q12,205,361,871,1788178664320,1788178664569,249,153.20,0,13078244,0,99
FAIR,3,baseline,Q12,205,361,867,1788178664320,1788178664569,249,151.76,0,13078278,0,99
FAIR,3,baseline,Q12,205,361,868,1788178664320,1788178664570,250,158.78,0,13077410,0,99
FAIR,3,baseline,Q12,205,361,872,1788178664321,1788178664570,249,156.16,0,13078900,0,99
FAIR,3,baseline,Q14,206,363,874,1788178664582,1788178664584,2,0.83,0,0,695,0
FAIR,3,baseline,Q14,207,364,875,1788178666468,1788178667766,1298,1003.86,75,14589748,0,30886715
FAIR,3,baseline,Q14,208,365,876,1788178666481,1788178666660,179,66.46,33,784744,0,0
FAIR,3,baseline,Q14,209,366,883,1788178666487,1788178667070,583,402.33,67,1669066,0,2548115
FAIR,3,baseline,Q14,209,366,880,1788178666486,1788178668118,1632,1266.60,97,6679174,0,8197511
FAIR,3,baseline,Q14,209,366,879,1788178666486,1788178668123,1637,1274.15,97,6678222,0,8201066
FAIR,3,baseline,Q14,209,366,877,1788178666485,1788178668133,1648,1278.64,97,6677674,0,8204481
FAIR,3,baseline,Q14,209,366,881,1788178666486,1788178668155,1669,1291.46,97,6677620,0,8197158
FAIR,3,baseline,Q14,209,366,878,1788178666486,1788178668161,1675,1273.31,97,6676794,0,8204443
FAIR,3,baseline,Q14,209,366,882,1788178666487,1788178668161,1674,1276.88,97,6678296,0,8202194
FAIR,3,baseline,Q14,210,367,890,1788178666491,1788178666824,333,177.75,33,1669066,0,2238587
