scheduler_mode,repetition,run_type,query,job_id,stage_id,submission_time,completion_time,duration_ms,num_tasks,max_concurrency,overlap_duration_ms
FAIR,6,baseline,Q12,332,581,1788178931487,1788178931528,41,14,14,0.0
FAIR,6,baseline,Q12,333,584,1788178931544,1788178931549,5,1,1,0.0
FAIR,6,baseline,Q12,334,587,1788178931551,1788178931558,7,1,1,0.0
FAIR,6,baseline,Q12,335,591,1788178931568,1788178931573,5,1,1,0.0
FAIR,6,baseline,Q12,336,592,1788178933068,1788178933138,70,1,1,0.0
FAIR,6,baseline,Q12,337,593,1788178933205,1788178933431,226,7,7,0.0
FAIR,6,baseline,Q12,338,595,1788178933440,1788178933444,4,1,1,0.0
FAIR,6,baseline,Q14,339,596,1788178934993,1788178936416,1423,1,1,0.0
FAIR,6,baseline,Q14,340,597,1788178934999,1788178935124,125,1,1,0.0
FAIR,6,baseline,Q14,341,598,1788178935000,1788178936833,1833,7,7,0.0
FAIR,6,baseline,Q14,342,599,1788178935003,1788178936348,1345,7,7,0.0
FAIR,6,baseline,Q18,343,603,1788178936888,1788178938116,1228,17,17,0.0
FAIR,6,concurrent,compaction,344,604,1788178972341,1788178994631,22290,1,1,0.0
FAIR,6,concurrent,Q1,345,605,1788178974472,1788178977956,3484,7,7,0.0
FAIR,6,concurrent,Q1,346,607,1788178978045,1788178978058,13,1,1,0.0
FAIR,6,concurrent,Q1,347,609,1788178978060,1788178978084,24,1,1,0.0
FAIR,6,concurrent,Q1,348,612,1788178978103,1788178978111,8,1,1,0.0
FAIR,6,concurrent,Q1,349,613,1788178979812,1788178980327,515,7,7,0.0
FAIR,6,concurrent,Q1,350,614,1788178979816,1788178979884,68,1,1,0.0
FAIR,6,concurrent,Q1,351,615,1788178979912,1788178980254,342,1,1,0.0
FAIR,6,concurrent,Q3,352,617,1788178980270,1788178980320,50,1,1,0.0
FAIR,6,concurrent,Q3,353,619,1788178980428,1788178980538,110,17,16,0.0
FAIR,6,concurrent,Q3,354,620,1788178982416,1788178982736,320,7,7,0.0
FAIR,6,concurrent,Q6,355,622,1788178982745,1788178982749,4,1,1,0.0
FAIR,6,concurrent,Q6,356,623,1788178984591,1788178985212,621,1,1,0.0
FAIR,6,concurrent,Q6,357,624,1788178984596,1788178984987,391,7,7,0.0
FAIR,6,concurrent,Q12,358,626,1788178985012,1788178985039,27,1,1,0.0
FAIR,6,concurrent,Q12,359,628,1788178985234,1788178985288,54,14,14,0.0
FAIR,6,concurrent,Q12,360,631,1788178985305,1788178985313,8,1,1,0.0
FAIR,6,concurrent,Q12,361,634,1788178985314,1788178985323,9,1,1,0.0
FAIR,6,concurrent,Q12,362,638,1788178985340,1788178985346,6,1,1,0.0
FAIR,6,concurrent,Q14,363,639,1788178987422,1788178987508,86,1,1,0.0
FAIR,6,concurrent,Q14,364,640,1788178987584,1788178988266,682,7,7,0.0
FAIR,6,concurrent,Q14,365,642,1788178988278,1788178988282,4,1,1,0.0
FAIR,6,concurrent,Q14,366,643,1788178990338,1788178991896,1558,1,1,0.0
FAIR,6,concurrent,Q14,367,644,1788178990350,1788178990603,253,1,1,0.0
FAIR,6,concurrent,Q14,368,645,1788178990353,1788178992379,2026,7,7,0.0
FAIR,6,concurrent,Q18,369,646,1788178990359,1788178991760,1401,7,7,0.0
FAIR,6,concurrent,Q18,370,650,1788178992434,1788178994001,1567,17,16,0.0
FAIR,7,concurrent,compaction,371,651,1788179030803,1788179058097,27294,1,1,0.0
FAIR,7,concurrent,Q1,372,652,1788179033142,1788179037366,4224,7,7,0.0
FAIR,7,concurrent,Q1,373,654,1788179037429,1788179037448,19,1,1,0.0
FAIR,7,concurrent,Q1,374,656,1788179037451,1788179037468,17,1,1,0.0
FAIR,7,concurrent,Q1,375,659,1788179037499,1788179037522,23,1,1,0.0
FAIR,7,concurrent,Q3,376,660,1788179040239,1788179040938,699,7,7,0.0
FAIR,7,concurrent,Q3,377,661,1788179040244,1788179040337,93,1,1,0.0
FAIR,7,concurrent,Q3,378,662,1788179040390,1788179040858,468,1,1,0.0
FAIR,7,concurrent,Q3,379,664,1788179040894,1788179040964,70,1,1,0.0
FAIR,7,concurrent,Q3,380,666,1788179041089,1788179041275,186,17,16,0.0
FAIR,7,concurrent,Q6,381,667,1788179043627,1788179044289,662,7,7,0.0
FAIR,7,concurrent,Q6,382,669,1788179044305,1788179044310,5,1,1,0.0
FAIR,7,concurrent,Q12,383,670,1788179046750,1788179047425,675,1,1,0.0
FAIR,7,concurrent,Q12,384,671,1788179046757,1788179047198,441,7,7,0.0
FAIR,7,concurrent,Q12,385,673,1788179047216,1788179047239,23,1,1,0.0
FAIR,7,concurrent,Q12,386,675,1788179047457,1788179047514,57,14,14,0.0
FAIR,7,concurrent,Q12,387,678,1788179047545,1788179047554,9,1,1,0.0
FAIR,7,concurrent,Q12,388,681,1788179047557,1788179047567,10,1,1,0.0
FAIR,7,concurrent,Q12,389,685,1788179047583,1788179047590,7,1,1,0.0
FAIR,7,concurrent,Q14,390,686,1788179050021,1788179050131,110,1,1,0.0
FAIR,7,concurrent,Q14,391,687,1788179050229,1788179050626,397,7,7,0.0
FAIR,7,concurrent,Q14,392,689,1788179050642,1788179050652,10,1,1,0.0
FAIR,7,concurrent,Q18,393,690,1788179052782,1788179054522,1740,1,1,0.0
FAIR,7,concurrent,Q18,394,691,1788179052793,1788179052974,181,1,1,0.0
FAIR,7,concurrent,Q18,395,692,1788179052796,1788179055126,2330,7,7,0.0
FAIR,7,concurrent,Q18,396,693,1788179052800,1788179054332,1532,7,7,0.0
FAIR,7,concurrent,Q18,397,697,1788179055196,1788179057226,2030,17,16,0.0
FAIR,7,baseline,Q1,398,698,1788179096131,1788179100022,3891,7,7,0.0
FAIR,7,baseline,Q1,399,700,1788179100055,1788179100072,17,1,1,0.0
FAIR,7,baseline,Q1,400,702,1788179100074,1788179100085,11,1,1,0.0
FAIR,7,baseline,Q1,401,705,1788179100103,1788179100110,7,1,1,0.0
FAIR,7,baseline,Q1,402,706,1788179101867,1788179102375,508,7,7,0.0
FAIR,7,baseline,Q1,403,707,1788179101871,1788179101931,60,1,1,0.0
FAIR,7,baseline,Q1,404,708,1788179101964,1788179102292,328,1,1,0.0
FAIR,7,baseline,Q3,405,710,1788179102305,1788179102352,47,1,1,0.0
FAIR,7,baseline,Q3,406,712,1788179102435,1788179102562,127,17,17,0.0
FAIR,7,baseline,Q6,407,713,1788179104685,1788179105005,320,7,7,0.0
FAIR,7,baseline,Q6,408,715,1788179105012,1788179105017,5,1,1,0.0
FAIR,7,baseline,Q6,409,716,1788179106877,1788179107590,713,1,1,0.0
FAIR,7,baseline,Q6,410,717,1788179106884,1788179107402,518,7,7,0.0
FAIR,7,baseline,Q12,411,719,1788179107416,1788179107434,18,1,1,0.0
FAIR,7,baseline,Q12,412,721,1788179107610,1788179107661,51,14,14,0.0
FAIR,7,baseline,Q12,413,724,1788179107678,1788179107686,8,1,1,0.0
FAIR,7,baseline,Q12,414,727,1788179107688,1788179107696,8,1,1,0.0
FAIR,7,baseline,Q12,415,731,1788179107715,1788179107721,6,1,1,0.0
FAIR,7,baseline,Q14,416,732,1788179109825,1788179109895,70,1,1,0.0
FAIR,7,baseline,Q14,417,733,1788179109985,1788179110282,297,7,7,0.0
FAIR,7,baseline,Q14,418,735,1788179110292,1788179110298,6,1,1,0.0
FAIR,7,baseline,Q14,419,736,1788179112246,1788179113868,1622,1,1,0.0
FAIR,7,baseline,Q14,420,737,1788179112268,1788179112443,175,1,1,0.0
FAIR,7,baseline,Q14,421,738,1788179112270,1788179114423,2153,7,7,0.0
FAIR,7,baseline,Q14,422,739,1788179112273,1788179113705,1432,7,7,0.0
FAIR,7,baseline,Q18,423,743,1788179114495,1788179116407,1912,17,17,0.0
FAIR,8,baseline,Q1,424,744,1788179155338,1788179159155,3817,7,7,0.0
FAIR,8,baseline,Q1,425,746,1788179159198,1788179159214,16,1,1,0.0
FAIR,8,baseline,Q1,426,748,1788179159216,1788179159242,26,1,1,0.0
FAIR,8,baseline,Q1,427,751,1788179159259,1788179159266,7,1,1,0.0
FAIR,8,baseline,Q3,428,752,1788179161384,1788179162121,737,7,7,0.0
FAIR,8,baseline,Q3,429,753,1788179161390,1788179161519,129,1,1,0.0
FAIR,8,baseline,Q3,430,754,1788179161594,1788179161991,397,1,1,0.0
FAIR,8,baseline,Q3,431,756,1788179162007,1788179162109,102,1,1,0.0
FAIR,8,baseline,Q3,432,758,1788179162278,1788179162467,189,17,17,0.0
FAIR,8,baseline,Q3,433,759,1788179164255,1788179164558,303,7,7,0.0
FAIR,8,baseline,Q6,434,761,1788179164567,1788179164573,6,1,1,0.0
FAIR,8,baseline,Q12,435,762,1788179166661,1788179167250,589,1,1,0.0
FAIR,8,baseline,Q12,436,763,1788179166668,1788179167028,360,7,7,0.0
FAIR,8,baseline,Q12,437,765,1788179167038,1788179167052,14,1,1,0.0
FAIR,8,baseline,Q12,438,767,1788179167277,1788179167323,46,14,14,0.0
FAIR,8,baseline,Q12,439,770,1788179167339,1788179167347,8,1,1,0.0
FAIR,8,baseline,Q12,440,773,1788179167348,1788179167357,9,1,1,0.0
FAIR,8,baseline,Q12,441,777,1788179167369,1788179167377,8,1,1,0.0
FAIR,8,baseline,Q12,442,778,1788179169185,1788179169257,72,1,1,0.0
FAIR,8,baseline,Q12,443,779,1788179169340,1788179169620,280,7,7,0.0
FAIR,8,baseline,Q14,444,781,1788179169630,1788179169635,5,1,1,0.0
FAIR,8,baseline,Q18,445,782,1788179171894,1788179173361,1467,1,1,0.0
FAIR,8,baseline,Q18,446,783,1788179171899,1788179172092,193,1,1,0.0
FAIR,8,baseline,Q18,447,784,1788179171905,1788179173945,2040,7,7,0.0
FAIR,8,baseline,Q18,448,785,1788179171910,1788179173199,1289,7,7,0.0
FAIR,8,baseline,Q18,449,789,1788179174005,1788179175690,1685,17,17,0.0
FAIR,8,concurrent,compaction,450,790,1788179212436,1788179238658,26222,1,1,0.0
FAIR,8,concurrent,Q1,451,791,1788179214977,1788179219678,4701,7,7,0.0
FAIR,8,concurrent,Q1,452,793,1788179219724,1788179219736,12,1,1,0.0
FAIR,8,concurrent,Q1,453,795,1788179219738,1788179219751,13,1,1,0.0
FAIR,8,concurrent,Q1,454,798,1788179219766,1788179219774,8,1,1,0.0
FAIR,8,concurrent,Q3,455,799,1788179222009,1788179222707,698,7,7,0.0
FAIR,8,concurrent,Q3,456,800,1788179222014,1788179222086,72,1,1,0.0
FAIR,8,concurrent,Q3,457,801,1788179222215,1788179222578,363,1,1,0.0
FAIR,8,concurrent,Q3,458,803,1788179222600,1788179222680,80,1,1,0.0
FAIR,8,concurrent,Q3,459,805,1788179222816,1788179222942,126,17,17,0.0
FAIR,8,concurrent,Q6,460,806,1788179225089,1788179225754,665,7,7,0.0
FAIR,8,concurrent,Q6,461,808,1788179225767,1788179225773,6,1,1,0.0
FAIR,8,concurrent,Q12,462,809,1788179227891,1788179228657,766,1,1,0.0
FAIR,8,concurrent,Q12,463,810,1788179227899,1788179228309,410,7,7,0.0
FAIR,8,concurrent,Q12,464,812,1788179228326,1788179228347,21,1,1,0.0
FAIR,8,concurrent,Q12,465,814,1788179228687,1788179228749,62,14,14,0.0
FAIR,8,concurrent,Q12,466,817,1788179228783,1788179228793,10,1,1,0.0
FAIR,8,concurrent,Q12,467,820,1788179228796,1788179228805,9,1,1,0.0
FAIR,8,concurrent,Q12,468,824,1788179228825,1788179228832,7,1,1,0.0
FAIR,8,concurrent,Q14,469,825,1788179231157,1788179231348,191,1,1,0.0
FAIR,8,concurrent,Q14,470,826,1788179231446,1788179231940,494,7,7,0.0
FAIR,8,concurrent,Q14,471,828,1788179231956,1788179231969,13,1,1,0.0
FAIR,8,concurrent,Q18,472,829,1788179234241,1788179235893,1652,1,1,0.0
FAIR,8,concurrent,Q18,473,830,1788179234246,1788179234615,369,1,1,0.0
FAIR,8,concurrent,Q18,474,831,1788179234256,1788179236493,2237,7,7,0.0
FAIR,8,concurrent,Q18,475,832,1788179234263,1788179235685,1422,7,7,0.0
FAIR,8,concurrent,Q18,476,836,1788179236566,1788179238452,1886,17,16,0.0
FAIR,9,concurrent,compaction,477,837,1788179277925,1788179302791,24866,1,1,0.0
FAIR,9,concurrent,Q1,478,838,1788179280048,1788179284181,4133,7,7,0.0
FAIR,9,concurrent,Q1,479,840,1788179284221,1788179284230,9,1,1,0.0
FAIR,9,concurrent,Q1,480,842,1788179284232,1788179284244,12,1,1,0.0
FAIR,9,concurrent,Q1,481,845,1788179284257,1788179284266,9,1,1,0.0
FAIR,9,concurrent,Q1,482,846,1788179286144,1788179286752,608,7,7,0.0
FAIR,9,concurrent,Q1,483,847,1788179286151,1788179286258,107,1,1,0.0
FAIR,9,concurrent,Q1,484,848,1788179286297,1788179286672,375,1,1,0.0
FAIR,9,concurrent,Q3,485,850,1788179286684,1788179286734,50,1,1,0.0
FAIR,9,concurrent,Q3,486,852,1788179286841,1788179286992,151,17,16,0.0
FAIR,9,concurrent,Q3,487,853,1788179288959,1788179289312,353,7,7,0.0
FAIR,9,concurrent,Q6,488,855,1788179289329,1788179289335,6,1,1,0.0
FAIR,9,concurrent,Q12,489,856,1788179291713,1788179292576,863,1,1,0.0
FAIR,9,concurrent,Q12,490,857,1788179291718,1788179292351,633,7,7,0.0
FAIR,9,concurrent,Q12,491,859,1788179292370,1788179292410,40,1,1,0.0
FAIR,9,concurrent,Q12,492,861,1788179292599,1788179292660,61,14,14,0.0
FAIR,9,concurrent,Q12,493,864,1788179292683,1788179292694,11,1,1,0.0
FAIR,9,concurrent,Q12,494,867,1788179292696,1788179292705,9,1,1,0.0
FAIR,9,concurrent,Q12,495,871,1788179292720,1788179292731,11,1,1,0.0
FAIR,9,concurrent,Q14,496,872,1788179294794,1788179294878,84,1,1,0.0
FAIR,9,concurrent,Q14,497,873,1788179294967,1788179295801,834,7,7,0.0
FAIR,9,concurrent,Q14,498,875,1788179295815,1788179295819,4,1,1,0.0
FAIR,9,concurrent,Q18,499,876,1788179298122,1788179299809,1687,1,1,0.0
FAIR,9,concurrent,Q18,500,877,1788179298129,1788179298325,196,1,1,0.0
FAIR,9,concurrent,Q18,501,878,1788179298132,1788179300514,2382,7,7,0.0
FAIR,9,concurrent,Q18,502,879,1788179298144,1788179299665,1521,7,7,0.0
FAIR,9,concurrent,Q18,503,883,1788179300586,1788179302534,1948,17,16,0.0
FAIR,9,baseline,Q1,504,884,1788179341461,1788179345341,3880,7,7,0.0
FAIR,9,baseline,Q1,505,886,1788179345389,1788179345407,18,1,1,0.0
FAIR,9,baseline,Q1,506,888,1788179345409,1788179345423,14,1,1,0.0
FAIR,9,baseline,Q1,507,891,1788179345442,1788179345449,7,1,1,0.0
FAIR,9,baseline,Q3,508,892,1788179347801,1788179348419,618,7,7,0.0
FAIR,9,baseline,Q3,509,893,1788179347807,1788179347919,112,1,1,0.0
FAIR,9,baseline,Q3,510,894,1788179347961,1788179348351,390,1,1,0.0
FAIR,9,baseline,Q3,511,896,1788179348375,1788179348431,56,1,1,0.0
FAIR,9,baseline,Q3,512,898,1788179348552,1788179348685,133,17,17,0.0
FAIR,9,baseline,Q6,513,899,1788179351257,1788179351567,310,7,7,0.0
FAIR,9,baseline,Q6,514,901,1788179351577,1788179351581,4,1,1,0.0
FAIR,9,baseline,Q12,515,902,1788179353784,1788179354539,755,1,1,0.0
FAIR,9,baseline,Q12,516,903,1788179353789,1788179354321,532,7,7,0.0
FAIR,9,baseline,Q12,517,905,1788179354341,1788179354361,20,1,1,0.0
FAIR,9,baseline,Q12,518,907,1788179354562,1788179354612,50,14,14,0.0
FAIR,9,baseline,Q12,519,910,1788179354631,1788179354640,9,1,1,0.0
FAIR,9,baseline,Q12,520,913,1788179354642,1788179354649,7,1,1,0.0
FAIR,9,baseline,Q12,521,917,1788179354668,1788179354675,7,1,1,0.0
FAIR,9,baseline,Q12,522,918,1788179356431,1788179356504,73,1,1,0.0
FAIR,9,baseline,Q12,523,919,1788179356582,1788179356826,244,7,7,0.0
FAIR,9,baseline,Q14,524,921,1788179356835,1788179356838,3,1,1,0.0
FAIR,9,baseline,Q14,525,922,1788179358860,1788179360434,1574,1,1,0.0
FAIR,9,baseline,Q14,526,923,1788179358867,1788179359032,165,1,1,0.0
FAIR,9,baseline,Q14,527,924,1788179358880,1788179361003,2123,7,7,0.0
FAIR,9,baseline,Q14,528,925,1788179358885,1788179360268,1383,7,7,0.0
FAIR,9,baseline,Q18,529,929,1788179361068,1788179362956,1888,17,17,0.0
FAIR,10,baseline,Q1,530,930,1788179400698,1788179404492,3794,7,7,0.0
FAIR,10,baseline,Q1,531,932,1788179404524,1788179404542,18,1,1,0.0
FAIR,10,baseline,Q1,532,934,1788179404543,1788179404554,11,1,1,0.0
FAIR,10,baseline,Q1,533,937,1788179404568,1788179404576,8,1,1,0.0
FAIR,10,baseline,Q1,534,938,1788179406383,1788179406949,566,7,7,0.0
FAIR,10,baseline,Q1,535,939,1788179406388,1788179406450,62,1,1,0.0
FAIR,10,baseline,Q1,536,940,1788179406491,1788179406853,362,1,1,0.0
FAIR,10,baseline,Q3,537,942,1788179406868,1788179406926,58,1,1,0.0
FAIR,10,baseline,Q3,538,944,1788179407033,1788179407149,116,17,17,0.0
FAIR,10,baseline,Q3,539,945,1788179409173,1788179409455,282,7,7,0.0
FAIR,10,baseline,Q6,540,947,1788179409463,1788179409467,4,1,1,0.0
FAIR,10,baseline,Q6,541,948,1788179411302,1788179412004,702,1,1,0.0
FAIR,10,baseline,Q6,542,949,1788179411307,1788179411792,485,7,7,0.0
FAIR,10,baseline,Q12,543,951,1788179411812,1788179411834,22,1,1,0.0
FAIR,10,baseline,Q12,544,953,1788179412028,1788179412072,44,14,14,0.0
FAIR,10,baseline,Q12,545,956,1788179412104,1788179412111,7,1,1,0.0
FAIR,10,baseline,Q12,546,959,1788179412112,1788179412119,7,1,1,0.0
FAIR,10,baseline,Q12,547,963,1788179412131,1788179412138,7,1,1,0.0
FAIR,10,baseline,Q12,548,964,1788179414177,1788179414250,73,1,1,0.0
FAIR,10,baseline,Q14,549,965,1788179414336,1788179414624,288,7,7,0.0
FAIR,10,baseline,Q14,550,967,1788179414632,1788179414639,7,1,1,0.0
FAIR,10,baseline,Q14,551,968,1788179416463,1788179418010,1547,1,1,0.0
FAIR,10,baseline,Q14,552,969,1788179416467,1788179416640,173,1,1,0.0
FAIR,10,baseline,Q14,553,970,1788179416476,1788179418507,2031,7,7,0.0
FAIR,10,baseline,Q14,554,971,1788179416480,1788179417800,1320,7,7,0.0
FAIR,10,baseline,Q18,555,975,1788179418565,1788179420341,1776,17,17,0.0
FAIR,10,concurrent,compaction,556,976,1788179456190,1788179481263,25073,1,1,0.0
FAIR,10,concurrent,Q1,557,977,1788179458525,1788179462747,4222,7,7,0.0
FAIR,10,concurrent,Q1,558,979,1788179462791,1788179462816,25,1,1,0.0
FAIR,10,concurrent,Q1,559,981,1788179462818,1788179462834,16,1,1,0.0
FAIR,10,concurrent,Q1,560,984,1788179462857,1788179462866,9,1,1,0.0
FAIR,10,concurrent,Q1,561,985,1788179464972,1788179465532,560,7,7,0.0
FAIR,10,concurrent,Q1,562,986,1788179464977,1788179465046,69,1,1,0.0
FAIR,10,concurrent,Q3,563,987,1788179465082,1788179465448,366,1,1,0.0
FAIR,10,concurrent,Q3,564,989,1788179465462,1788179465508,46,1,1,0.0
FAIR,10,concurrent,Q3,565,991,1788179465608,1788179465765,157,17,17,0.0
FAIR,10,concurrent,Q3,566,992,1788179467741,1788179468052,311,7,7,0.0
FAIR,10,concurrent,Q6,567,994,1788179468064,1788179468068,4,1,1,0.0
FAIR,10,concurrent,Q12,568,995,1788179470521,1788179471211,690,1,1,0.0
FAIR,10,concurrent,Q12,569,996,1788179470529,1788179470955,426,7,7,0.0
FAIR,10,concurrent,Q12,570,998,1788179470981,1788179471003,22,1,1,0.0
FAIR,10,concurrent,Q12,571,1000,1788179471230,1788179471304,74,14,14,0.0
FAIR,10,concurrent,Q12,572,1003,1788179471329,1788179471340,11,1,1,0.0
FAIR,10,concurrent,Q12,573,1006,1788179471342,1788179471351,9,1,1,0.0
FAIR,10,concurrent,Q12,574,1010,1788179471371,1788179471380,9,1,1,0.0
FAIR,10,concurrent,Q12,575,1011,1788179473445,1788179473530,85,1,1,0.0
FAIR,10,concurrent,Q14,576,1012,1788179473619,1788179474252,633,7,7,0.0
FAIR,10,concurrent,Q14,577,1014,1788179474265,1788179474270,5,1,1,0.0
FAIR,10,concurrent,Q18,578,1015,1788179476574,1788179478329,1755,1,1,0.0
FAIR,10,concurrent,Q18,579,1016,1788179476587,1788179476775,188,1,1,0.0
FAIR,10,concurrent,Q18,580,1017,1788179476590,1788179478939,2349,7,7,0.0
FAIR,10,concurrent,Q18,581,1018,1788179476594,1788179478133,1539,7,7,0.0
FAIR,10,concurrent,Q18,582,1022,1788179479051,1788179481013,1962,17,16,0.0
FAIR,11,concurrent,compaction,583,1023,1788179520067,1788179544736,24669,1,1,0.0
FAIR,11,concurrent,Q1,584,1024,1788179522468,1788179526739,4271,7,7,0.0
FAIR,11,concurrent,Q1,585,1026,1788179526792,1788179526804,12,1,1,0.0
FAIR,11,concurrent,Q1,586,1028,1788179526808,1788179526822,14,1,1,0.0
FAIR,11,concurrent,Q1,587,1031,1788179526834,1788179526841,7,1,1,0.0
FAIR,11,concurrent,Q1,588,1032,1788179528748,1788179529467,719,7,7,0.0
FAIR,11,concurrent,Q1,589,1033,1788179528754,1788179528830,76,1,1,0.0
FAIR,11,concurrent,Q1,590,1034,1788179528877,1788179529267,390,1,1,0.0
FAIR,11,concurrent,Q3,591,1036,1788179529402,1788179529470,68,1,1,0.0
FAIR,11,concurrent,Q3,592,1038,1788179529574,1788179529725,151,17,16,0.0
FAIR,11,concurrent,Q6,593,1039,1788179532023,1788179532357,334,7,7,0.0
FAIR,11,concurrent,Q6,594,1041,1788179532368,1788179532372,4,1,1,0.0
FAIR,11,concurrent,Q12,595,1042,1788179534473,1788179535239,766,1,1,0.0
FAIR,11,concurrent,Q12,596,1043,1788179534480,1788179535016,536,7,7,0.0
FAIR,11,concurrent,Q12,597,1045,1788179535041,1788179535064,23,1,1,0.0
FAIR,11,concurrent,Q12,598,1047,1788179535263,1788179535312,49,14,14,0.0
FAIR,11,concurrent,Q12,599,1050,1788179535335,1788179535344,9,1,1,0.0
FAIR,11,concurrent,Q12,600,1053,1788179535345,1788179535356,11,1,1,0.0
FAIR,11,concurrent,Q12,601,1057,1788179535369,1788179535375,6,1,1,0.0
FAIR,11,concurrent,Q14,602,1058,1788179537834,1788179537926,92,1,1,0.0
FAIR,11,concurrent,Q14,603,1059,1788179538065,1788179538473,408,7,7,0.0
FAIR,11,concurrent,Q14,604,1061,1788179538486,1788179538493,7,1,1,0.0
FAIR,11,concurrent,Q14,605,1062,1788179540526,1788179542228,1702,1,1,0.0
FAIR,11,concurrent,Q14,606,1063,1788179540531,1788179540764,233,1,1,0.0
FAIR,11,concurrent,Q14,607,1064,1788179540544,1788179543017,2473,7,7,0.0
FAIR,11,concurrent,Q14,608,1065,1788179540549,1788179542108,1559,7,7,0.0
FAIR,11,concurrent,Q18,609,1069,1788179543085,1788179545025,1940,17,16,0.0
FAIR,11,baseline,Q1,610,1070,1788179582849,1788179586598,3749,7,7,0.0
FAIR,11,baseline,Q1,611,1072,1788179586634,1788179586649,15,1,1,0.0
FAIR,11,baseline,Q1,612,1074,1788179586651,1788179586664,13,1,1,0.0
FAIR,11,baseline,Q1,613,1077,1788179586683,1788179586691,8,1,1,0.0
FAIR,11,baseline,Q3,614,1078,1788179588854,1788179589438,584,7,7,0.0
FAIR,11,baseline,Q3,615,1079,1788179588859,1788179588940,81,1,1,0.0
FAIR,11,baseline,Q3,616,1080,1788179588971,1788179589350,379,1,1,0.0
FAIR,11,baseline,Q3,617,1082,1788179589364,1788179589418,54,1,1,0.0
FAIR,11,baseline,Q3,618,1084,1788179589543,1788179589690,147,17,17,0.0
FAIR,11,baseline,Q3,619,1085,1788179591517,1788179591808,291,7,7,0.0
FAIR,11,baseline,Q6,620,1087,1788179591819,1788179591823,4,1,1,0.0
FAIR,11,baseline,Q6,621,1088,1788179593716,1788179594585,869,1,1,0.0
FAIR,11,baseline,Q6,622,1089,1788179593720,1788179594343,623,7,7,0.0
FAIR,11,baseline,Q12,623,1091,1788179594355,1788179594371,16,1,1,0.0
FAIR,11,baseline,Q12,624,1093,1788179594609,1788179594666,57,14,14,0.0
FAIR,11,baseline,Q12,625,1096,1788179594686,1788179594695,9,1,1,0.0
FAIR,11,baseline,Q12,626,1099,1788179594696,1788179594704,8,1,1,0.0
FAIR,11,baseline,Q12,627,1103,1788179594721,1788179594730,9,1,1,0.0
FAIR,11,baseline,Q12,628,1104,1788179596642,1788179596714,72,1,1,0.0
FAIR,11,baseline,Q12,629,1105,1788179596794,1788179597076,282,7,7,0.0
FAIR,11,baseline,Q14,630,1107,1788179597089,1788179597093,4,1,1,0.0
FAIR,11,baseline,Q14,631,1108,1788179598963,1788179600635,1672,1,1,0.0
FAIR,11,baseline,Q14,632,1109,1788179598970,1788179599149,179,1,1,0.0
FAIR,11,baseline,Q14,633,1110,1788179598984,1788179601320,2336,7,7,0.0
FAIR,11,baseline,Q14,634,1111,1788179598989,1788179600549,1560,7,7,0.0
FAIR,11,baseline,Q18,635,1115,1788179601378,1788179603183,1805,17,17,0.0
FAIR,12,baseline,Q1,636,1116,1788179640510,1788179644244,3734,7,7,0.0
FAIR,12,baseline,Q1,637,1118,1788179644287,1788179644295,8,1,1,0.0
FAIR,12,baseline,Q1,638,1120,1788179644297,1788179644306,9,1,1,0.0
FAIR,12,baseline,Q1,639,1123,1788179644318,1788179644338,20,1,1,0.0
FAIR,12,baseline,Q1,640,1124,1788179646168,1788179646714,546,7,7,0.0
FAIR,12,baseline,Q1,641,1125,1788179646172,1788179646232,60,1,1,0.0
FAIR,12,baseline,Q1,642,1126,1788179646263,1788179646613,350,1,1,0.0
FAIR,12,baseline,Q3,643,1128,1788179646628,1788179646694,66,1,1,0.0
FAIR,12,baseline,Q3,644,1130,1788179646798,1788179646922,124,17,17,0.0
FAIR,12,baseline,Q3,645,1131,1788179648588,1788179648865,277,7,7,0.0
FAIR,12,baseline,Q3,646,1133,1788179648873,1788179648876,3,1,1,0.0
FAIR,12,baseline,Q6,647,1134,1788179650811,1788179651476,665,1,1,0.0
FAIR,12,baseline,Q6,648,1135,1788179650816,1788179651259,443,7,7,0.0
FAIR,12,baseline,Q12,649,1137,1788179651274,1788179651292,18,1,1,0.0
FAIR,12,baseline,Q12,650,1139,1788179651494,1788179651539,45,14,14,0.0
FAIR,12,baseline,Q12,651,1142,1788179651556,1788179651564,8,1,1,0.0
FAIR,12,baseline,Q12,652,1145,1788179651565,1788179651572,7,1,1,0.0
FAIR,12,baseline,Q12,653,1149,1788179651586,1788179651592,6,1,1,0.0
FAIR,12,baseline,Q12,654,1150,1788179653308,1788179653371,63,1,1,0.0
FAIR,12,baseline,Q12,655,1151,1788179653447,1788179653707,260,7,7,0.0
FAIR,12,baseline,Q14,656,1153,1788179653715,1788179653721,6,1,1,0.0
FAIR,12,baseline,Q18,657,1154,1788179655795,1788179657477,1682,1,1,0.0
FAIR,12,baseline,Q18,658,1155,1788179655805,1788179656056,251,1,1,0.0
FAIR,12,baseline,Q18,659,1156,1788179655807,1788179658039,2232,7,7,0.0
FAIR,12,baseline,Q18,660,1157,1788179655812,1788179657283,1471,7,7,0.0
FAIR,12,baseline,Q18,661,1161,1788179658106,1788179659781,1675,17,17,0.0
FAIR,12,concurrent,compaction,662,1162,1788179697247,1788179721626,24379,1,1,0.0
