file_path,file_format,record_count,file_size_in_bytes
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00139-141-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862624
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00140-142-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862664
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00141-143-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862750
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00142-144-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863264
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00143-145-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862378
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00144-146-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,861965
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00145-147-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862073
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00146-148-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862093
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00147-149-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863443
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00148-150-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862552
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00149-151-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862883
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00150-152-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863390
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00151-153-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862655
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00152-154-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862205
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00153-155-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862365
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00154-156-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862385
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00155-157-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862030
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00156-158-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862955
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00157-159-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862811
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00158-160-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862021
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00159-161-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862875
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00160-162-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863052
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00161-163-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863220
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00162-164-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,861708
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00163-165-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,861352
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00164-166-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862878
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00165-167-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862283
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00166-168-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863226
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00167-169-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862040
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00168-170-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862308
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00169-171-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863768
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00170-172-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862077
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00171-173-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862668
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00172-174-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863042
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00173-175-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862273
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00174-176-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862530
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00175-177-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863035
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00176-178-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862717
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00177-179-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862158
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00178-180-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863024
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00179-181-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862712
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00180-182-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863190
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00181-183-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863124
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00182-184-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862304
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00183-185-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862170
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00184-186-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862709
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00185-187-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862164
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00186-188-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863183
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00187-189-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862232
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00188-190-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,861550
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00189-191-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,863174
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00190-192-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,861721
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00191-193-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862192
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00192-194-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862332
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00193-195-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862318
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00194-196-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862125
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00195-197-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862570
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00196-198-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,861808
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00197-199-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862739
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00198-200-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862461
file:/home/shashank/Link to PDocuments/Capstone/implementation/warehouse/experiment/lineitem_fragmented/data/00199-201-30b952e8-1d28-4f3e-b8a3-b41baf75437f-00001.parquet,PARQUET,30006,862172
