run_id,statement_id,status,start_time,end_time
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:23:22.870765Z,2026-08-27T15:23:23.172861Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:23:23.172984Z,2026-08-27T15:23:23.740578Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:23:23.740667Z,2026-08-27T15:23:24.174075Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:23:24.174208Z,2026-08-27T15:23:27.400551Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:23:27.433796Z,2026-08-27T15:23:30.101884Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:23:30.102008Z,2026-08-27T15:23:30.790484Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:23:30.790586Z,2026-08-27T15:23:31.089365Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:23:31.089460Z,2026-08-27T15:23:31.736532Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:23:31.736673Z,2026-08-27T15:23:32.146670Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:23:32.146788Z,2026-08-27T15:23:34.919284Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:23:34.948725Z,2026-08-27T15:23:41.593762Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:23:41.593882Z,2026-08-27T15:23:42.691244Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:23:42.691344Z,2026-08-27T15:23:43.063001Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:23:43.063119Z,2026-08-27T15:23:43.685205Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:23:43.685300Z,2026-08-27T15:23:44.184789Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:23:44.184876Z,2026-08-27T15:23:46.655109Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:23:46.685729Z,2026-08-27T15:23:53.297987Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:23:53.298093Z,2026-08-27T15:23:54.396828Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:23:54.397010Z,2026-08-27T15:23:54.774127Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:23:54.774256Z,2026-08-27T15:23:55.409676Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:23:55.409839Z,2026-08-27T15:23:55.887492Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:23:55.887581Z,2026-08-27T15:23:58.299509Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:23:58.329825Z,2026-08-27T15:24:00.964585Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:24:00.964713Z,2026-08-27T15:24:01.632418Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:24:01.632531Z,2026-08-27T15:24:01.919491Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:24:01.919584Z,2026-08-27T15:24:02.518616Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:24:02.518703Z,2026-08-27T15:24:02.947764Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:24:02.947853Z,2026-08-27T15:24:05.802401Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:24:05.835469Z,2026-08-27T15:24:11.081046Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:24:11.081145Z,2026-08-27T15:24:12.037613Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:24:12.037707Z,2026-08-27T15:24:12.337453Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:24:12.337549Z,2026-08-27T15:24:12.927782Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:24:12.927874Z,2026-08-27T15:24:13.335328Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:24:13.335413Z,2026-08-27T15:24:16.539084Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:24:16.597663Z,2026-08-27T15:24:23.282821Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:24:23.282924Z,2026-08-27T15:24:24.411942Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:24:24.412062Z,2026-08-27T15:24:24.796355Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:24:24.796437Z,2026-08-27T15:24:25.424358Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:24:25.424481Z,2026-08-27T15:24:25.921106Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:24:25.921185Z,2026-08-27T15:24:28.425367Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:24:28.455249Z,2026-08-27T15:24:33.932139Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:24:33.932266Z,2026-08-27T15:24:34.866171Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:24:34.866265Z,2026-08-27T15:24:35.159166Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:24:35.159234Z,2026-08-27T15:24:35.712111Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:24:35.712183Z,2026-08-27T15:24:36.162782Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:24:36.162859Z,2026-08-27T15:24:39.347709Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:24:39.379165Z,2026-08-27T15:24:42.067710Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:24:42.067812Z,2026-08-27T15:24:42.797338Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:24:42.797417Z,2026-08-27T15:24:43.074311Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:24:43.074410Z,2026-08-27T15:24:43.716210Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:24:43.716292Z,2026-08-27T15:24:44.129198Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:24:44.129273Z,2026-08-27T15:24:46.782073Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:24:46.814801Z,2026-08-27T15:24:49.437148Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:24:49.437240Z,2026-08-27T15:24:50.085007Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:24:50.085120Z,2026-08-27T15:24:50.362266Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:24:50.362383Z,2026-08-27T15:24:51.037255Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:24:51.037404Z,2026-08-27T15:24:51.456778Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:24:51.456940Z,2026-08-27T15:24:54.190859Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:24:54.220564Z,2026-08-27T15:25:01.013180Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:25:01.013265Z,2026-08-27T15:25:02.111475Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:25:02.111543Z,2026-08-27T15:25:02.484750Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:25:02.484817Z,2026-08-27T15:25:03.147407Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:25:03.147498Z,2026-08-27T15:25:03.635345Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:25:03.635426Z,2026-08-27T15:25:06.092861Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:25:06.123964Z,2026-08-27T15:25:11.416427Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:25:11.416527Z,2026-08-27T15:25:12.327084Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:25:12.327161Z,2026-08-27T15:25:12.622073Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:25:12.622149Z,2026-08-27T15:25:13.182546Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:25:13.182624Z,2026-08-27T15:25:13.588139Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:25:13.588223Z,2026-08-27T15:25:16.842696Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:25:16.873255Z,2026-08-27T15:25:19.589753Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:25:19.589818Z,2026-08-27T15:25:20.197109Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:25:20.197166Z,2026-08-27T15:25:20.472676Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:25:20.472753Z,2026-08-27T15:25:21.092413Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:25:21.092474Z,2026-08-27T15:25:21.478970Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:25:21.479028Z,2026-08-27T15:25:24.199971Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:25:24.233114Z,2026-08-27T15:25:29.295655Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:25:29.295711Z,2026-08-27T15:25:30.176146Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:25:30.176201Z,2026-08-27T15:25:30.464521Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:25:30.464581Z,2026-08-27T15:25:30.987436Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:25:30.987501Z,2026-08-27T15:25:31.390978Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:25:31.391057Z,2026-08-27T15:25:34.519149Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:25:34.548796Z,2026-08-27T15:25:41.087348Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:25:41.087410Z,2026-08-27T15:25:42.133637Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:25:42.133703Z,2026-08-27T15:25:42.494830Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:25:42.494908Z,2026-08-27T15:25:43.070987Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:25:43.071045Z,2026-08-27T15:25:43.566240Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:25:43.566306Z,2026-08-27T15:25:45.879446Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:25:45.909007Z,2026-08-27T15:25:50.998647Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:25:50.998709Z,2026-08-27T15:25:51.919693Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:25:51.919753Z,2026-08-27T15:25:52.206505Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:25:52.206562Z,2026-08-27T15:25:52.732816Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:25:52.732875Z,2026-08-27T15:25:53.148800Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:25:53.148856Z,2026-08-27T15:25:56.222756Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:25:56.252451Z,2026-08-27T15:26:02.720198Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:26:02.720260Z,2026-08-27T15:26:03.782371Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:26:03.782435Z,2026-08-27T15:26:04.156202Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:26:04.156274Z,2026-08-27T15:26:04.737149Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:26:04.737217Z,2026-08-27T15:26:05.217394Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:26:05.217454Z,2026-08-27T15:26:07.521823Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:26:07.552133Z,2026-08-27T15:26:10.171295Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:26:10.171363Z,2026-08-27T15:26:10.731688Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:26:10.731749Z,2026-08-27T15:26:10.991284Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:26:10.991347Z,2026-08-27T15:26:11.537945Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:26:11.538004Z,2026-08-27T15:26:11.934238Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:26:11.934297Z,2026-08-27T15:26:14.581126Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:26:14.610816Z,2026-08-27T15:26:19.743117Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:26:19.743255Z,2026-08-27T15:26:20.723455Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:26:20.723515Z,2026-08-27T15:26:21.031687Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:26:21.031745Z,2026-08-27T15:26:21.588545Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:26:21.588612Z,2026-08-27T15:26:22.045633Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:26:22.045733Z,2026-08-27T15:26:25.211184Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:26:25.241245Z,2026-08-27T15:26:27.979512Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:26:27.979623Z,2026-08-27T15:26:28.591371Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:26:28.591461Z,2026-08-27T15:26:28.848220Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:26:28.848304Z,2026-08-27T15:26:29.439997Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:26:29.440073Z,2026-08-27T15:26:29.826375Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:26:29.826504Z,2026-08-27T15:26:32.514349Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:26:32.558047Z,2026-08-27T15:26:39.123254Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:26:39.123334Z,2026-08-27T15:26:40.223584Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:26:40.223641Z,2026-08-27T15:26:40.598515Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:26:40.598606Z,2026-08-27T15:26:41.218847Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:26:41.218920Z,2026-08-27T15:26:41.704979Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:26:41.705035Z,2026-08-27T15:26:44.051Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:26:44.084107Z,2026-08-27T15:26:50.704713Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:26:50.704775Z,2026-08-27T15:26:51.756123Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:26:51.756183Z,2026-08-27T15:26:52.133513Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:26:52.133605Z,2026-08-27T15:26:52.741955Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:26:52.742018Z,2026-08-27T15:26:53.250557Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:26:53.250661Z,2026-08-27T15:26:55.630284Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:26:55.661386Z,2026-08-27T15:26:58.705650Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:26:58.705716Z,2026-08-27T15:26:59.324821Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:26:59.324914Z,2026-08-27T15:26:59.597667Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:26:59.597738Z,2026-08-27T15:27:00.195724Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:27:00.195812Z,2026-08-27T15:27:00.580832Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:27:00.580916Z,2026-08-27T15:27:03.393564Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:27:03.420629Z,2026-08-27T15:27:08.594104Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:27:08.594165Z,2026-08-27T15:27:09.477756Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:27:09.477812Z,2026-08-27T15:27:09.768443Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:27:09.768503Z,2026-08-27T15:27:10.283812Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:27:10.283872Z,2026-08-27T15:27:10.680149Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:27:10.680202Z,2026-08-27T15:27:13.794503Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:27:13.823907Z,2026-08-27T15:27:20.309784Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:27:20.309837Z,2026-08-27T15:27:21.328478Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:27:21.328544Z,2026-08-27T15:27:21.701800Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:27:21.701870Z,2026-08-27T15:27:22.302316Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:27:22.302369Z,2026-08-27T15:27:22.794895Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:27:22.794957Z,2026-08-27T15:27:25.100880Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:27:25.131080Z,2026-08-27T15:27:30.219784Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:27:30.219878Z,2026-08-27T15:27:31.139728Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:27:31.139782Z,2026-08-27T15:27:31.430393Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:27:31.430446Z,2026-08-27T15:27:31.943095Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:27:31.943148Z,2026-08-27T15:27:32.341726Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:27:32.341782Z,2026-08-27T15:27:35.413801Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:27:35.439433Z,2026-08-27T15:27:38.043904Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:27:38.043975Z,2026-08-27T15:27:38.624723Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:27:38.624800Z,2026-08-27T15:27:38.895902Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:27:38.895961Z,2026-08-27T15:27:39.436497Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:27:39.436551Z,2026-08-27T15:27:39.813774Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:27:39.813837Z,2026-08-27T15:27:42.524792Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:27:42.554583Z,2026-08-27T15:27:45.237636Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:27:45.237708Z,2026-08-27T15:27:45.833742Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:27:45.833808Z,2026-08-27T15:27:46.088662Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:27:46.088737Z,2026-08-27T15:27:46.637914Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:27:46.637974Z,2026-08-27T15:27:47.039357Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:27:47.039415Z,2026-08-27T15:27:49.654951Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:27:49.683601Z,2026-08-27T15:27:56.205728Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:27:56.205821Z,2026-08-27T15:27:57.224590Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:27:57.224665Z,2026-08-27T15:27:57.589689Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:27:57.589744Z,2026-08-27T15:27:58.176808Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:27:58.176863Z,2026-08-27T15:27:58.678490Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:27:58.678555Z,2026-08-27T15:28:00.991557Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:28:01.021814Z,2026-08-27T15:28:06.047814Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:28:06.047880Z,2026-08-27T15:28:07.056226Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:28:07.056277Z,2026-08-27T15:28:07.347649Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:28:07.347704Z,2026-08-27T15:28:07.853265Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:28:07.853327Z,2026-08-27T15:28:08.259667Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:28:08.259729Z,2026-08-27T15:28:11.335665Z
2026_08_27_15_17_18_765,query1_fragmented.sql_0,SUCCESS,2026-08-27T15:28:11.367285Z,2026-08-27T15:28:14.030831Z
2026_08_27_15_17_18_765,query3_fragmented.sql_0,SUCCESS,2026-08-27T15:28:14.030912Z,2026-08-27T15:28:14.666131Z
2026_08_27_15_17_18_765,query6_fragmented.sql_0,SUCCESS,2026-08-27T15:28:14.666185Z,2026-08-27T15:28:14.933946Z
2026_08_27_15_17_18_765,query12_fragmented.sql_0,SUCCESS,2026-08-27T15:28:14.934008Z,2026-08-27T15:28:15.483675Z
2026_08_27_15_17_18_765,query14_fragmented.sql_0,SUCCESS,2026-08-27T15:28:15.483761Z,2026-08-27T15:28:15.897452Z
2026_08_27_15_17_18_765,query18_fragmented.sql_0,SUCCESS,2026-08-27T15:28:15.897509Z,2026-08-27T15:28:18.548417Z
2026_08_27_15_17_18_765,query1_compacted.sql_0,SUCCESS,2026-08-27T15:28:18.579157Z,2026-08-27T15:28:23.645946Z
2026_08_27_15_17_18_765,query3_compacted.sql_0,SUCCESS,2026-08-27T15:28:23.646043Z,2026-08-27T15:28:24.520553Z
2026_08_27_15_17_18_765,query6_compacted.sql_0,SUCCESS,2026-08-27T15:28:24.520623Z,2026-08-27T15:28:24.813311Z
2026_08_27_15_17_18_765,query12_compacted.sql_0,SUCCESS,2026-08-27T15:28:24.813360Z,2026-08-27T15:28:25.326471Z
2026_08_27_15_17_18_765,query14_compacted.sql_0,SUCCESS,2026-08-27T15:28:25.326516Z,2026-08-27T15:28:25.721302Z
2026_08_27_15_17_18_765,query18_compacted.sql_0,SUCCESS,2026-08-27T15:28:25.721352Z,2026-08-27T15:28:28.739901Z
2026_08_27_15_17_18_765,query1_control.sql_0,SUCCESS,2026-08-27T15:28:28.769865Z,2026-08-27T15:28:35.318556Z
2026_08_27_15_17_18_765,query3_control.sql_0,SUCCESS,2026-08-27T15:28:35.318612Z,2026-08-27T15:28:36.343563Z
2026_08_27_15_17_18_765,query6_control.sql_0,SUCCESS,2026-08-27T15:28:36.343612Z,2026-08-27T15:28:36.711962Z
2026_08_27_15_17_18_765,query12_control.sql_0,SUCCESS,2026-08-27T15:28:36.712013Z,2026-08-27T15:28:37.296769Z
2026_08_27_15_17_18_765,query14_control.sql_0,SUCCESS,2026-08-27T15:28:37.296821Z,2026-08-27T15:28:37.792874Z
2026_08_27_15_17_18_765,query18_control.sql_0,SUCCESS,2026-08-27T15:28:37.792932Z,2026-08-27T15:28:40.179848Z
